index,sentence,year,label,orig_index,pred,score,pred_0,pred_1,pred_2,source
1089,"While numerous contacts reported generally disappointing holiday sales in an environment of atypically large and widespread discounting, a surge in motor vehicle sales in December fostered by aggressive sales incentives and some pickup in retail sales late in the holiday season helped to sustain moderate overall growth in consumer spending through the year-end.",2002,2,1029,2,0.999173104763031,0,0,1,train
824,"some market-based measures of inflation expectations and inflation risk suggested continuing concern among market participants about the risk of higher medium-term inflation, perhaps reflecting large fiscal deficits and the size of the Federal Reserve's balance sheet.",1999,1,779,1,0.9996954202651978,0,1,0,train
639,"On the positive side, weakness in world demand for oil was fostering a significant downtrend in energy prices, albeit with adverse effects on energy producers in this country and abroad.",1998,0,606,0,0.9955602884292603,1,0,0,train
315,"Given stable prices, savers and investors have more confidence about the ultimate value of their investments.",1998,1,307,1,0.998572587966919,0,1,0,train
1077,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",2009,1,1017,1,0.9985427856445312,0,1,0,train
930,The members expected price pressures to remain relatively contained over the next several quarters in the context of what they anticipated would be only a gradual reduction of the excess capacity in labor and product markets as the recovery progressed.,2006,2,879,2,0.999596893787384,0,0,1,train
60,Among other questions that could be addressed would be how policy actions (as opposed to inflation outcomes) influence expectations and how sensitive Federal Reserve credibility is to short-run departures from low inflation.,1997,2,59,2,0.9998124241828918,0,0,1,train
580,"Mortgage rates, corporate bond rates, and other yields and asset prices moved in sympathy, with important effects on the cost of borrowing and hence, presumably, on aggregate demand.",2021,1,562,2,0.9996740818023682,0,0,1,train
252,"The jobs picture continues to be strong, with the unemployment rate near historic lows and with stronger wage gains.",2021,1,247,1,0.9970455765724182,0,1,0,train
292,Improved prospects for a trade deal between the United States and China and accommodative monetary policy were cited as driving factors that outweighed weaker-than-expected announcements of corporate earnings for the fourth quarter of 2018 and earnings projections for 2019.,2006,0,280,0,0.9897533655166626,1,0,0,train
884,"This is modeled by assuming that wage change depends on q*, while the inflation equation (based on the markup equation) depends on q.",2003,2,857,2,0.9998074173927307,0,0,1,train
56,"Although productivity growth had slowed from the extraordinarily rapid pace that prevailed earlier in the expansion, data for the fourth quarter of 2004, as well as preliminary indications for the first quarter of this year, suggested that gains from efficiency remained substantial.",2000,2,56,2,0.9963967204093933,0,0,1,train
1054,"Those developments included a recent uptick in core measures of consumer prices, a drop in the dollar on foreign exchange markets, and still elevated energy prices--all against the backdrop of longer-term inflation expectations that were firmly anchored.",2004,1,994,1,0.9996519088745117,0,1,0,train
528,"Labor productivity growth slowed to an average pace of 1.4 percent per year over this period,",1998,2,511,2,0.9997230172157288,0,0,1,train
265,"Flexible inflation averaging could bring some of the benefits of a formal average inflation targeting rule, but it would be simpler to communicate.",1996,2,260,2,0.9997982382774353,0,0,1,train
1015,"With respect to this particular part of the District, Jack may discuss Florida's citrus crop, the relative health of the tourism industry, and trends in Florida real estate prices.",2005,2,983,2,0.9998119473457336,0,0,1,train
609,"Nonetheless, participants noted a risk that the drop-back in inflation could be slower or more limited than the Committee would find desirable since resource utilization was currently tight and the pickup in price increases had been broadly based rather than being limited to a few specific sectors that could be linked to energy costs.",2019,1,578,1,0.9990732669830322,0,1,0,train
820,"Subsequently, the expected future path of monetary policy dropped amid increasing concerns about the health of financial institutions.",1999,0,775,0,0.9980798959732056,1,0,0,train
314,"Given recent developments, the medium-term outlook for inflation will receive particular scrutiny.",1998,2,306,2,0.9997262358665466,0,0,1,train
831,households’ and professional forecasters’ longer-term inflation expectations edged lower.,2000,2,782,2,0.9996435642242432,0,0,1,train
371,"If independence is also defined in terms of assuring the ability and commitment of the central bank to achieve price stability, this commitment can be protected by an explicit price stability mandate from the government.",2001,1,361,1,0.9975817203521729,0,1,0,train
112,"At the end of the day, we all benefit from plentiful jobs and stable prices, whether we are savers or borrowers--and many of us, of course, are both.",2022,2,111,1,0.9075354337692261,0,1,0,train
38,"And the way I would explain it is, is that inflation that’s too low will mean that interest rates are lower.",2022,0,38,0,0.9950644373893738,1,0,0,train
19,"A few participants pointed to continued strong growth in multifamily construction, although the limited pipeline of new projects in one District suggested that activity could slow in 2015.",2020,2,19,2,0.9996886253356934,0,0,1,train
